TransactionAmount,TransactionDuration,AccountBalance,CustomerAge,TransactionType,Channel,Cluster
71.87,258.0,1839.1,22.0,Debit,ATM,2
308.8,41.0,3966.5399999999995,53.0,Debit,ATM,2
135.35,82.0,9983.36,33.0,Debit,Branch,1
288.43,72.0,4577.09,66.0,Debit,Branch,1
147.46,205.0,7458.029999999999,65.0,Credit,Online,3
214.15,217.0,6397.29,32.0,Debit,Branch,1
71.34,144.0,6345.03,49.0,Debit,Online,3
170.36,118.0,6034.73,30.0,Debit,ATM,2
965.66,32.0,765.8099999999998,53.0,Debit,ATM,2
736.53,120.0,9826.26,55.0,Debit,ATM,2
213.42,17.0,3736.3800000000006,45.0,Debit,ATM,2
94.09,203.0,646.8499999999999,27.0,Debit,Branch,1
91.23,86.0,6385.12,72.0,Debit,ATM,2
263.92,233.0,4161.71,57.0,Credit,Branch,1
77.5,201.0,11079.77,51.0,Credit,Online,3
3.65,146.0,10017.11,69.0,Debit,Online,3
43.88,251.0,1644.09,26.0,Credit,Online,3
591.98,132.0,387.65,28.0,Debit,ATM,2
224.79,129.0,528.38,18.0,Debit,Online,3
64.3,67.0,7530.299999999999,55.0,Debit,ATM,2
111.79,49.0,10887.59,62.0,Debit,Online,3
927.16,153.0,7104.61,59.0,Debit,ATM,2
613.7,37.0,7307.11,61.0,Credit,Branch,1
26.07,18.999999999999996,349.98,20.0,Debit,Branch,1
170.45,199.0,2284.41,60.0,Debit,Branch,1
344.27,123.0,1918.3600000000001,22.0,Debit,Branch,1
872.72,288.0,503.01,22.0,Debit,Online,3
292.95,56.0,1216.91,37.0,Debit,Branch,1
28.44,243.0,1071.04,18.0,Debit,ATM,2
209.02,74.0,187.9,21.0,Debit,ATM,2
20.05,171.0,7145.67,72.0,Debit,ATM,2
175.02,71.0,1493.88,28.0,Debit,Online,3
89.5,134.0,8658.95,41.0,Credit,Branch,1
69.96,30.999999999999996,164.12,28.0,Debit,Branch,1
146.51,68.00000000000001,7089.9,53.0,Debit,ATM,2
376.78,88.0,841.6499999999999,21.0,Credit,Online,3
148.54,107.0,5677.05,71.0,Credit,Branch,1
388.77,30.0,1658.49,26.0,Credit,Online,3
100.38,49.0,10171.68,63.0,Debit,Branch,1
137.23,63.0,13847.99,64.0,Debit,Branch,1
870.3,229.0,3688.98,51.0,Debit,ATM,2
458.94,180.0,5619.95,52.0,Debit,Branch,1
327.35,175.0,342.08,20.0,Credit,Branch,1
757.15,37.99999999999999,4702.86,53.0,Debit,Online,3
5.64,47.0,12703.24,59.0,Debit,Online,3
47.23,160.0,6659.81,73.0,Credit,Online,3
239.41,247.99999999999997,7860.65,42.0,Credit,Online,3
7.48,29.000000000000004,1275.2,55.0,Debit,ATM,2
170.97,292.0,1265.27,26.0,Debit,Branch,1
262.43,274.0,12841.01,37.0,Credit,Online,3
659.15,204.0,1241.59,22.0,Debit,ATM,2
31.53,283.0,874.93,25.0,Debit,Online,3
111.66,140.0,5716.72,48.0,Credit,Online,3
250.01,88.0,1541.48,62.0,Debit,ATM,2
554.15,107.99999999999999,14817.22,49.0,Debit,ATM,2
598.66,222.0,2587.11,32.0,Credit,Branch,1
28.38,98.0,173.7,55.0,Debit,Branch,1
16.8,94.0,11847.07,49.0,Debit,ATM,2
896.79,168.00000000000003,11146.74,33.0,Debit,Online,3
159.0,37.99999999999999,369.79,49.0,Debit,ATM,2
56.31,195.0,6396.08,75.0,Credit,Online,3
203.99,215.0,4840.31,52.0,Debit,Online,3
50.99,75.99999999999999,1334.6,29.0,Debit,Branch,1
101.28,75.0,2774.35,32.0,Credit,Online,3
299.92,122.0,1368.0,27.0,Debit,ATM,2
77.54,73.0,4536.38,67.0,Debit,Online,3
18.35,78.0,1293.39,21.0,Debit,Branch,1
732.53,116.00000000000001,441.54,26.0,Credit,ATM,2
65.11,150.0,8485.14,34.0,Debit,ATM,2
67.07,56.0,999.6200000000001,24.0,Credit,ATM,2
137.48,47.0,14273.42,55.0,Debit,Branch,1
398.36,56.0,1863.7,22.0,Debit,ATM,2
469.46,149.0,8640.56,20.0,Debit,ATM,2
37.58,182.0,259.44,57.0,Debit,ATM,2
160.24,15.0,5526.97,31.0,Debit,ATM,2
315.39,93.0,929.6,23.0,Credit,Branch,1
434.17,148.0,5335.44,21.0,Debit,ATM,2
165.91,84.00000000000001,587.1199999999999,26.0,Debit,ATM,2
211.36,194.0,4760.34,47.0,Debit,Branch,1
241.45000000000002,158.0,1594.04,26.0,Debit,Online,3
23.24,129.0,13777.79,68.0,Debit,Branch,1
70.88,176.0,1794.65,74.0,Credit,Branch,1
1143.67,111.0,7677.760000000001,66.0,Debit,Online,3
314.52,229.0,7071.32,80.0,Debit,ATM,2
181.81,122.0,7525.7300000000005,78.0,Credit,Online,3
854.64,118.0,2989.25,56.0,Debit,Branch,1
261.19,52.00000000000001,7620.6,64.0,Debit,ATM,2
220.68,217.0,5549.2,71.0,Credit,Online,3
11.86,129.0,6782.61,31.0,Debit,Branch,1
122.65000000000002,41.0,1968.51,28.0,Debit,Online,3
395.16,17.0,5340.73,56.0,Debit,Online,3
704.69,150.0,3267.84,51.0,Debit,Online,3
369.89,69.00000000000001,6941.47,69.0,Debit,ATM,2
10.92,268.0,7567.2,67.0,Debit,ATM,2
199.14,36.0,7001.25,31.0,Debit,Branch,1
109.43,140.0,1983.65,70.0,Debit,ATM,2
304.15,40.0,686.9099999999999,20.0,Debit,Branch,1
620.54,98.0,213.36,28.0,Credit,Branch,1
757.79,117.0,1443.02,22.0,Debit,Online,3
122.81,12.0,8450.84,52.0,Debit,Branch,1
96.25,171.0,7996.699999999999,61.0,Debit,Online,3
1431.33,49.0,5567.98,30.0,Debit,ATM,2
142.55,97.0,1262.68,67.0,Debit,Online,3
35.94,141.0,1697.28,23.0,Credit,Branch,1
24.86,292.0,2591.65,58.0,Debit,Branch,1
103.08,109.0,12002.16,60.0,Debit,Online,3
116.27,94.0,8726.92,57.0,Debit,Online,3
363.84,118.0,5415.64,73.0,Debit,Online,3
34.74,72.0,3736.57,59.0,Credit,Online,3
64.01,240.0,1225.69,19.0,Credit,Branch,1
108.75,22.999999999999996,14829.85,50.0,Debit,ATM,2
50.9,150.0,1277.7,28.0,Credit,Online,3
206.84,154.0,454.66,20.0,Debit,Branch,1
37.4,84.00000000000001,1519.51,20.0,Debit,ATM,2
154.21,75.0,8045.77,46.0,Debit,Online,3
199.37,79.0,1331.3,24.0,Debit,Online,3
410.49,134.0,1843.57,25.0,Credit,Branch,1
1360.01,218.0,6601.5,67.0,Credit,Branch,1
18.23,28.0,8422.2,56.0,Debit,ATM,2
398.7,276.0,7987.740000000001,47.0,Debit,ATM,2
122.14,155.0,327.68,22.0,Debit,Online,3
378.2,167.0,7372.81,40.0,Debit,Branch,1
124.74,33.0,2987.97,49.0,Debit,ATM,2
17.1,101.0,1619.54,53.0,Debit,ATM,2
287.05,212.0,1204.65,22.0,Debit,ATM,2
874.72,173.0,4630.58,28.0,Debit,Online,3
1762.28,150.0,1380.34,24.0,Debit,ATM,2
40.12,269.0,14304.38,36.0,Credit,ATM,2
125.00000000000001,177.0,3215.76,49.0,Credit,Online,3
348.44,147.0,1022.94,24.0,Debit,Online,3
128.4,30.999999999999996,2610.64,69.0,Debit,ATM,2
320.93,178.0,9451.66,55.0,Debit,Online,3
1.41,278.0,1244.17,53.0,Debit,ATM,2
50.52,293.0,12815.24,54.0,Debit,Branch,1
383.95,143.0,9933.56,31.0,Credit,Online,3
12.94,158.0,921.23,23.0,Debit,Branch,1
329.75,211.0,6009.43,56.0,Debit,Online,3
981.76,234.0,602.3599999999999,45.0,Debit,Online,3
40.79,80.0,1769.33,18.0,Debit,ATM,2
99.25,93.0,2570.34,63.0,Credit,Online,3
150.6,59.00000000000001,3240.14,69.0,Debit,ATM,2
29.5,129.0,1229.32,73.0,Debit,Online,3
54.34,45.99999999999999,8019.890000000001,65.0,Debit,ATM,2
18.25,18.0,14328.29,53.0,Debit,ATM,2
633.87,175.0,330.16,27.0,Debit,Online,3
81.15,114.0,1595.26,19.0,Debit,ATM,2
83.95,170.0,7413.18,75.0,Debit,Online,3
410.4,78.0,2563.91,61.0,Credit,ATM,2
172.68,17.0,10724.95,33.0,Debit,ATM,2
139.88,162.0,2969.71,34.0,Debit,ATM,2
165.55,115.0,761.7799999999999,28.0,Debit,Branch,1
53.79,137.0,6229.36,54.0,Credit,ATM,2
285.69,35.0,2552.54,63.0,Debit,ATM,2
532.4,149.0,1033.73,22.0,Debit,ATM,2
293.85,144.0,1919.97,25.0,Debit,Online,3
27.94,120.0,1893.4399999999998,79.0,Debit,Branch,1
270.36,37.0,1783.04,25.0,Debit,ATM,2
112.66,176.0,852.98,29.0,Debit,Online,3
506.03000000000003,21.000000000000004,1123.89,21.0,Debit,Branch,1
206.95,30.999999999999996,1817.65,22.0,Debit,Branch,1
350.96,167.0,5463.94,63.0,Debit,ATM,2
261.63,150.0,477.03,20.0,Debit,Branch,1
46.12,30.0,8874.01,59.0,Debit,Branch,1
27.25,91.99999999999999,5365.2,63.0,Credit,Branch,1
1353.93,171.0,7858.41,26.0,Debit,Branch,1
331.66,145.0,7216.3,76.0,Debit,ATM,2
667.95,253.0,13558.56,62.0,Credit,ATM,2
49.84,146.0,7872.04,49.0,Debit,ATM,2
556.04,26.999999999999996,5200.04,72.0,Debit,ATM,2
88.06,288.0,1779.85,18.0,Credit,Online,3
745.95,127.0,13264.14,58.0,Debit,ATM,2
67.25,157.0,467.4,19.0,Debit,Online,3
93.63,141.0,9873.62,29.0,Debit,ATM,2
74.11,49.0,1257.9,22.0,Debit,Branch,1
41.13,58.00000000000001,6067.54,77.0,Credit,Branch,1
192.02,154.0,5169.07,79.0,Credit,Online,3
291.27,121.0,6878.86,77.0,Debit,Branch,1
296.46,136.0,558.99,23.0,Debit,Branch,1
341.84,89.0,1400.04,27.0,Credit,Branch,1
98.41,48.0,912.7099999999999,27.0,Debit,Online,3
109.28,112.0,6338.35,36.0,Debit,Online,3
27.51,103.0,13645.63,40.0,Credit,Online,3
12.18,77.0,4909.24,76.0,Debit,Branch,1
207.71,63.0,570.0999999999999,25.0,Credit,Online,3
25.77,277.0,11749.77,45.0,Credit,Online,3
127.56999999999998,75.0,6118.2,52.0,Debit,ATM,2
392.05,172.0,4383.69,60.0,Debit,ATM,2
521.01,73.0,4004.55,41.0,Credit,Branch,1
849.76,269.0,373.88,25.0,Debit,ATM,2
172.5,30.999999999999996,6851.16,68.0,Debit,Online,3
265.44,169.0,9700.77,30.0,Debit,ATM,2
152.34,115.0,6853.51,55.0,Debit,Branch,1
21.13,153.0,948.7,28.0,Debit,Branch,1
111.55,101.0,12221.17,46.0,Debit,ATM,2
321.82,43.0,6500.5,32.0,Credit,Branch,1
1294.81,279.0,9927.75,45.0,Credit,Branch,1
148.77,175.0,2138.42,67.0,Debit,Branch,1
14.08,154.0,3908.6499999999996,57.0,Debit,Branch,1
1283.97,121.0,11041.9,42.0,Debit,ATM,2
566.33,66.0,379.82,24.0,Credit,ATM,2
206.51,275.0,3921.74,51.0,Debit,ATM,2
180.94,57.0,7659.990000000001,75.0,Debit,Branch,1
77.9,128.0,664.7199999999999,21.0,Debit,Branch,1
318.92,60.00000000000001,1167.25,21.0,Credit,Branch,1
583.3,142.0,5896.01,59.0,Credit,Online,3
100.68,139.0,1123.75,63.0,Debit,Online,3
589.64,210.0,2039.4,62.0,Debit,Online,3
225.93,199.0,1864.27,25.0,Credit,Branch,1
651.55,82.0,2325.78,72.0,Debit,Online,3
80.97,157.0,5926.31,38.0,Debit,Online,3
191.89,14.0,399.57,25.0,Debit,Branch,1
304.75,125.0,1916.34,78.0,Credit,Branch,1
201.53,287.0,2732.86,68.0,Debit,Online,3
8.45,141.0,1115.3,22.0,Debit,ATM,2
435.98,105.0,7334.08,30.0,Debit,Branch,1
743.24,109.0,1024.19,19.0,Credit,Online,3
16.27,44.0,10971.32,57.0,Debit,ATM,2
290.86,36.0,14631.88,45.0,Debit,Online,3
85.73,266.0,14928.35,41.0,Debit,ATM,2
555.71,73.0,830.3699999999999,22.0,Credit,Branch,1
40.03,200.00000000000003,6408.8,23.0,Debit,Branch,1
73.01,61.99999999999999,1997.3299999999997,25.0,Credit,Online,3
346.12,12.0,13084.27,44.0,Debit,Branch,1
1.9299999999999997,175.0,5684.09,47.0,Debit,Branch,1
252.92999999999998,222.0,2760.37,75.0,Debit,ATM,2
238.54,12.0,868.9099999999999,19.0,Debit,ATM,2
1011.22,129.0,5838.91,61.0,Debit,Branch,1
58.7,141.0,8937.35,67.0,Debit,Branch,1
7.5600000000000005,145.0,8528.72,40.0,Debit,ATM,2
540.4,272.0,425.77,45.0,Debit,Branch,1
264.14,125.0,8459.26,64.0,Debit,ATM,2
248.15000000000003,202.0,2649.23,75.0,Debit,ATM,2
24.34,110.0,6659.12,54.0,Debit,Branch,1
428.61,61.99999999999999,11937.04,66.0,Debit,ATM,2
117.66,126.0,6794.17,39.0,Credit,Branch,1
165.8,287.0,2064.76,60.0,Debit,Online,3
289.18,64.0,3139.75,65.0,Debit,ATM,2
125.38999999999999,140.0,202.69,21.0,Debit,ATM,2
305.18,215.99999999999997,4474.2,58.0,Debit,Online,3
506.90000000000003,56.0,11471.87,64.0,Credit,Branch,1
504.11999999999995,101.0,1107.28,25.0,Credit,Branch,1
42.09,118.0,5526.28,29.0,Debit,Branch,1
607.28,84.00000000000001,9679.68,32.0,Debit,ATM,2
91.9,125.0,1033.94,77.0,Debit,Online,3
303.43,30.0,1833.24,22.0,Debit,Branch,1
668.78,141.0,983.6799999999998,20.0,Debit,ATM,2
270.54,139.0,269.78,20.0,Credit,ATM,2
247.93,79.0,9801.48,37.0,Debit,Branch,1
34.67,71.0,888.6,19.0,Debit,Online,3
326.03,137.0,290.24,18.0,Credit,Online,3
148.26,57.0,958.7,25.0,Debit,ATM,2
1086.6,37.99999999999999,1605.67,19.0,Debit,Online,3
373.99,140.0,8590.5,60.0,Debit,ATM,2
254.33999999999997,79.0,5461.08,49.0,Debit,Online,3
819.48,26.0,1804.5,25.0,Debit,ATM,2
14.0,173.0,7975.179999999999,49.0,Debit,ATM,2
57.16,74.0,222.22,40.0,Debit,ATM,2
282.26,278.0,6857.2,37.0,Debit,Online,3
46.96,12.0,2028.92,46.0,Debit,Online,3
473.2,173.0,248.52,34.0,Debit,Online,3
192.97,140.0,3019.04,59.0,Debit,ATM,2
168.99,203.0,1523.57,18.0,Debit,ATM,2
1.8200000000000003,60.00000000000001,5571.39,80.0,Debit,Online,3
40.9,37.0,1514.34,55.0,Debit,ATM,2
78.91,157.0,1817.43,61.0,Debit,Online,3
169.97,12.0,6269.12,22.0,Credit,ATM,2
17.79,162.0,2281.9,61.0,Debit,Branch,1
486.61,130.0,2006.69,48.0,Credit,ATM,2
148.13,56.0,2189.38,58.0,Debit,Branch,1
164.52,162.0,11036.74,61.0,Debit,ATM,2
720.89,120.0,447.06,27.0,Debit,ATM,2
268.7,63.0,2104.74,53.0,Debit,ATM,2
637.34,278.0,5183.5,51.0,Debit,ATM,2
216.76,138.0,643.6399999999999,47.0,Credit,Online,3
418.02,110.0,11011.86,46.0,Debit,ATM,2
292.03,154.0,951.3300000000002,46.0,Credit,ATM,2
251.4,178.0,2561.67,57.0,Debit,ATM,2
184.56,93.0,1549.27,21.0,Debit,Online,3
33.76,227.0,3253.51,26.0,Debit,Online,3
253.46000000000004,60.00000000000001,1338.95,45.0,Debit,ATM,2
1612.37,173.0,3910.5900000000006,65.0,Debit,ATM,2
138.68,44.0,206.2,22.0,Credit,Branch,1
42.56,146.0,4361.44,18.0,Debit,Online,3
680.76,165.0,572.97,21.0,Debit,Branch,1
53.83,131.0,4580.59,70.0,Debit,Branch,1
11.09,95.0,2990.05,51.0,Debit,Branch,1
37.81,195.0,5208.98,63.0,Debit,Branch,1
449.18,50.00000000000001,1025.99,67.0,Debit,Online,3
1135.8,250.0,13534.3,30.0,Debit,ATM,2
297.6,162.0,1461.17,39.0,Debit,Online,3
683.75,106.0,6333.72,32.0,Debit,Branch,1
21.4,129.0,8551.6,48.0,Credit,Online,3
315.94,93.0,4273.99,78.0,Debit,ATM,2
331.32,137.0,13054.54,61.0,Debit,Branch,1
223.76,110.0,4102.23,74.0,Credit,Branch,1
216.03,300.0,10462.77,42.0,Debit,ATM,2
17.42,150.0,6851.31,74.0,Debit,ATM,2
491.91,155.0,2421.94,78.0,Debit,Online,3
350.11,178.0,4639.04,74.0,Credit,Online,3
218.07,243.0,443.62,23.0,Debit,Branch,1
291.09,73.0,6312.79,48.0,Debit,Branch,1
422.14,109.0,1436.32,26.0,Credit,Branch,1
613.21,157.0,3279.12,61.0,Debit,ATM,2
73.83,69.00000000000001,6020.29,69.0,Debit,Online,3
67.33,36.0,5925.98,59.0,Debit,Online,3
26.92,43.0,1674.94,62.0,Debit,ATM,2
18.3,155.0,3733.5200000000004,48.0,Debit,Online,3
317.94,123.99999999999999,2996.51,54.0,Debit,ATM,2
179.38,173.0,11666.18,40.0,Debit,Online,3
918.95,139.0,7006.46,68.0,Debit,Online,3
13.92,209.0,2735.84,37.0,Debit,ATM,2
365.43,176.0,1073.51,25.0,Debit,ATM,2
263.59,16.0,6996.35,71.0,Debit,Branch,1
54.8,140.0,4943.49,34.0,Debit,Branch,1
141.49,75.0,1665.58,24.0,Debit,Online,3
31.389999999999997,15.0,998.4900000000001,20.0,Debit,ATM,2
93.82,176.0,8422.06,39.0,Debit,Online,3
5.71,106.0,1285.42,21.0,Debit,Branch,1
178.39,98.0,8469.43,34.0,Debit,Online,3
126.91,42.00000000000001,692.6899999999999,22.0,Debit,ATM,2
36.09,167.0,12319.26,53.0,Debit,Branch,1
91.77,174.0,9240.73,51.0,Debit,Branch,1
198.92,100.00000000000001,2854.66,36.0,Debit,Online,3
137.81,44.0,2631.47,58.0,Debit,Branch,1
136.88,71.0,7465.950000000001,24.0,Credit,Branch,1
133.07,155.0,1670.99,21.0,Debit,Branch,1
1.14,137.0,13913.92,43.0,Debit,Branch,1
256.34,99.0,7471.630000000001,69.0,Debit,Branch,1
56.11,109.0,11123.65,36.0,Debit,Branch,1
118.1,50.00000000000001,7976.6,50.0,Debit,ATM,2
137.86,120.0,8046.939999999999,66.0,Credit,Online,3
813.78,55.0,14935.500000000002,54.0,Credit,ATM,2
237.97,69.00000000000001,13486.15,69.0,Debit,ATM,2
684.96,30.999999999999996,526.67,21.0,Debit,ATM,2
878.63,139.0,4954.37,60.0,Debit,ATM,2
276.56,15.0,8942.58,68.0,Debit,Branch,1
8.75,199.0,4044.6199999999994,79.0,Debit,ATM,2
637.48,207.0,4148.85,65.0,Debit,Online,3
103.15,179.0,11388.15,51.0,Debit,Branch,1
505.59999999999997,183.0,5347.57,52.0,Debit,Branch,1
371.86,91.0,1329.45,46.0,Debit,ATM,2
14.26,37.0,2475.65,50.0,Debit,Branch,1
13.16,98.0,1019.46,43.0,Debit,Branch,1
167.92,136.0,14321.73,40.0,Debit,ATM,2
73.01,101.0,2833.12,56.0,Debit,ATM,2
201.5,196.0,12148.32,61.0,Credit,Online,3
150.3,204.0,14371.08,41.0,Debit,Online,3
23.7,32.0,7947.439999999999,46.0,Debit,ATM,2
49.59,147.0,6037.03,48.0,Debit,Branch,1
720.13,96.0,387.02,22.0,Credit,ATM,2
134.92,101.0,1081.97,19.0,Debit,Online,3
116.97,299.0,729.7,18.0,Debit,ATM,2
11.06,13.0,2782.21,34.0,Debit,ATM,2
88.29,287.0,5245.93,50.0,Credit,Online,3
5.81,222.0,1290.95,25.0,Debit,ATM,2
103.48,33.0,6494.25,32.0,Debit,ATM,2
156.74,136.0,4004.35,70.0,Debit,ATM,2
505.14,179.0,2525.47,68.0,Debit,ATM,2
31.060000000000002,61.00000000000001,11014.25,46.0,Debit,ATM,2
7.610000000000001,163.0,6275.0,50.0,Debit,ATM,2
276.16,71.0,1733.34,53.0,Credit,ATM,2
145.77,237.0,5294.98,68.0,Debit,ATM,2
369.44,18.999999999999996,5018.67,34.0,Debit,Online,3
558.86,95.0,9844.32,60.0,Debit,ATM,2
429.15,218.0,712.1299999999999,26.0,Debit,Branch,1
36.74,133.0,6217.58,33.0,Debit,Branch,1
79.14,22.0,2229.56,57.0,Credit,Online,3
132.48,101.0,9313.05,36.0,Debit,Branch,1
136.48,138.0,4618.53,52.0,Debit,Online,3
203.76,37.0,6747.16,55.0,Debit,Branch,1
750.95,26.999999999999996,5134.37,78.0,Debit,Branch,1
0.84,30.999999999999996,2207.54,52.0,Debit,ATM,2
257.18,28.0,13336.15,67.0,Debit,Online,3
767.66,155.0,1801.69,63.0,Debit,ATM,2
182.29,123.0,522.39,54.0,Debit,Online,3
184.51,118.0,9381.64,54.0,Credit,Online,3
451.31,166.0,2963.29,62.0,Debit,ATM,2
144.1,30.0,11523.64,57.0,Debit,Branch,1
72.5,30.0,12723.62,40.0,Debit,ATM,2
74.11,71.0,3920.11,69.0,Credit,Online,3
22.15,73.0,7451.83,44.0,Debit,Branch,1
777.92,97.0,7061.58,62.0,Debit,Branch,1
790.07,197.0,985.7700000000001,28.0,Debit,Online,3
406.33,103.0,4298.34,59.0,Credit,Branch,1
767.41,26.999999999999996,12799.34,56.0,Debit,ATM,2
4.58,135.0,811.2399999999999,21.0,Credit,Online,3
447.83,88.0,13273.08,53.0,Credit,Branch,1
49.67,146.0,842.94,21.0,Debit,Online,3
77.83,146.0,2471.53,49.0,Credit,Branch,1
702.87,183.99999999999997,1237.5,19.0,Debit,ATM,2
133.56,177.0,783.8299999999999,25.0,Debit,Online,3
868.05,119.0,3931.03,49.0,Credit,Online,3
52.87,70.0,960.96,24.0,Debit,Branch,1
179.0,121.0,7310.88,78.0,Debit,ATM,2
1168.26,37.0,1385.74,73.0,Credit,Online,3
384.11,12.0,7902.5199999999995,58.0,Debit,ATM,2
227.61,61.00000000000001,4405.28,71.0,Debit,Online,3
40.83,24.0,3944.12,48.0,Debit,ATM,2
19.76,240.0,1523.04,20.0,Debit,ATM,2
484.24,77.0,8042.299999999999,67.0,Debit,Branch,1
494.66,110.0,5531.93,33.0,Debit,Online,3
301.47,291.0,560.73,21.0,Debit,Branch,1
199.09,89.0,1658.52,70.0,Debit,Online,3
38.95,50.00000000000001,731.52,27.0,Debit,Online,3
515.94,37.0,1389.89,29.0,Debit,ATM,2
41.93,136.0,5081.26,48.0,Debit,ATM,2
137.84,83.0,1000.3500000000001,27.0,Debit,ATM,2
95.35,131.0,1639.9,21.0,Debit,Online,3
93.14,151.0,5473.82,67.0,Debit,Online,3
1427.71,159.0,1729.26,64.0,Debit,Branch,1
79.33,109.0,14798.1,51.0,Credit,Online,3
76.89,132.0,7374.26,55.0,Debit,ATM,2
233.71,297.0,1231.98,19.0,Debit,Online,3
14.92,120.0,6611.26,26.0,Debit,Branch,1
242.17,147.0,883.7199999999999,60.0,Debit,ATM,2
122.98,228.0,5055.99,79.0,Debit,Online,3
129.35,130.0,7166.88,52.0,Debit,ATM,2
138.33,69.00000000000001,232.56,21.0,Debit,Online,3
39.31,178.0,1236.38,25.0,Debit,Online,3
91.85,148.0,802.09,21.0,Debit,Online,3
277.7,107.0,1423.2,58.0,Debit,Branch,1
114.03,172.0,13388.56,51.0,Debit,ATM,2
302.63,10.0,2801.28,27.0,Credit,Branch,1
31.19,74.0,5545.96,52.0,Debit,ATM,2
112.91,135.0,4764.48,27.0,Credit,Online,3
742.26,36.0,7868.189999999999,27.0,Debit,Online,3
256.8,80.0,1128.38,26.0,Debit,ATM,2
378.68,239.0,7627.04,60.0,Debit,ATM,2
571.93,119.0,4026.0300000000007,52.0,Debit,Online,3
26.31,163.0,7095.76,77.0,Credit,Online,3
205.58,159.0,1501.95,20.0,Debit,Online,3
533.61,115.0,3656.93,48.0,Debit,Online,3
428.62,72.0,3473.24,55.0,Debit,Branch,1
361.22,167.0,7061.73,64.0,Debit,ATM,2
837.29,215.99999999999997,6012.67,25.0,Debit,Branch,1
117.25,73.0,13694.68,31.0,Credit,Online,3
135.27,131.0,9410.51,48.0,Debit,ATM,2
185.1,22.999999999999996,6115.63,53.0,Debit,Branch,1
113.54,273.0,5581.21,38.0,Debit,Online,3
354.96,96.0,6712.94,69.0,Debit,Online,3
224.22,37.0,8400.87,53.0,Debit,Branch,1
737.1,91.99999999999999,4644.19,60.0,Debit,ATM,2
223.22,96.0,1734.22,27.0,Debit,ATM,2
557.26,53.00000000000001,5237.12,69.0,Debit,ATM,2
1496.57,95.0,969.06,33.0,Debit,Online,3
27.44,164.0,5950.48,62.0,Debit,ATM,2
310.09,166.0,9962.5,36.0,Debit,Branch,1
80.38,116.00000000000001,9662.88,52.0,Debit,Online,3
26.1,115.0,5243.0,66.0,Credit,Branch,1
845.14,183.0,1702.65,73.0,Credit,Branch,1
59.73,56.0,800.93,27.0,Debit,ATM,2
758.77,114.0,7231.47,60.0,Debit,ATM,2
301.51,284.0,1052.31,22.0,Debit,ATM,2
418.03,161.0,10721.29,58.0,Debit,Online,3
118.06,30.999999999999996,13560.63,32.0,Credit,Branch,1
483.92,115.0,3138.0,70.0,Debit,ATM,2
78.93,145.0,9916.24,38.0,Debit,ATM,2
36.63,261.0,7941.73,75.0,Debit,ATM,2
87.85,63.0,3753.2400000000002,49.0,Debit,Branch,1
1001.83,55.0,9733.83,31.0,Debit,Online,3
705.34,123.99999999999999,5003.22,59.0,Debit,Online,3
146.55,123.99999999999999,4087.4400000000005,54.0,Debit,Online,3
116.89,226.0,4880.31,71.0,Debit,Online,3
106.41,87.0,1310.38,57.0,Debit,Branch,1
1087.9,103.0,2513.51,78.0,Debit,ATM,2
584.41,41.0,4475.22,23.0,Debit,ATM,2
584.98,121.0,6521.05,55.0,Credit,Branch,1
79.21,140.0,1615.04,56.0,Debit,Branch,1
173.13,288.0,1490.34,20.0,Credit,Online,3
335.7,57.0,6601.44,80.0,Debit,ATM,2
1225.5,109.0,8611.17,50.0,Credit,Online,3
422.81,193.0,1929.2799999999997,28.0,Debit,Branch,1
135.43,91.99999999999999,5315.83,57.0,Debit,ATM,2
584.88,121.0,548.45,26.0,Debit,ATM,2
308.94,167.0,1931.6599999999999,25.0,Debit,Online,3
295.93,117.0,1050.63,36.0,Debit,Branch,1
1512.99,50.00000000000001,9963.39,19.0,Debit,Online,3
77.44,268.0,1950.63,58.0,Debit,Branch,1
92.5,70.0,6295.45,40.0,Credit,Online,3
97.74,137.0,4113.63,41.0,Credit,Online,3
291.68,90.0,1451.02,21.0,Debit,ATM,2
56.96,135.0,1597.85,22.0,Debit,ATM,2
436.8,91.99999999999999,1256.33,27.0,Debit,Online,3
259.49,292.0,7320.61,72.0,Debit,Online,3
726.26,147.0,2150.38,57.0,Debit,Online,3
568.68,101.0,2940.04,72.0,Debit,ATM,2
77.57,225.0,12801.93,49.0,Debit,Online,3
999.28,40.0,4272.41,29.0,Debit,Online,3
14.16,290.0,5399.76,74.0,Credit,Branch,1
1142.83,48.0,2467.39,61.0,Credit,Branch,1
61.330000000000005,129.0,7537.400000000001,27.0,Debit,ATM,2
27.64,22.999999999999996,7498.509999999999,54.0,Debit,Online,3
3.85,32.0,10506.41,29.0,Debit,ATM,2
431.22,129.0,6505.98,73.0,Credit,Branch,1
178.55,67.0,7568.400000000001,55.0,Debit,Branch,1
248.76,56.0,546.46,18.0,Debit,ATM,2
76.16,99.0,1072.25,23.0,Debit,ATM,2
347.25,250.0,7273.55,69.0,Debit,ATM,2
28.04,146.0,11197.54,57.0,Debit,ATM,2
325.98,277.0,782.35,19.0,Debit,ATM,2
249.56000000000003,246.0,4444.95,76.0,Debit,Branch,1
17.43,33.0,10658.88,56.0,Debit,ATM,2
198.01,40.0,250.93000000000004,26.0,Credit,Branch,1
585.58,55.0,1729.02,23.0,Debit,Branch,1
